row_id,split,term_zh,explanation_zh,meaning_en,equivalent_en,distractor_literal_en,distractor_cultural_mismatch_en,distractor_pragmatic_neighbor_en,harmful_label,category_label
2315,train,上山的人不要嘲讽下山的神,不要轻视看似失势的人，因为对方曾经很强。,"It means you should not mock a fallen expert or former legend who appears to have lost status, because that person was once highly capable, respected, or powerful.",don’t mock a fallen legend,people climbing the mountain should not mock the god coming down,hikers should respect people going downhill,every dog has his day,non-harmful,Experience
2316,test,拜托超酷的好吗,用台湾腔式语气表示某事非常酷、很厉害。,"“Come on, that is extremely cool” is said in a playful Taiwanese-style tone to emphasize that something is very cool, impressive, or awesome.","come on, that’s cool as hell","please be extremely cold, okay",keep calm and stay frosty,"cool story, bro",non-harmful,Experience
2317,train,shut up and take my money,表达强烈购买欲，愿意立刻为某物付钱。,"It means I want this so badly that I will pay now, expressing an eager, almost impatient willingness to buy something immediately.",shut up and take my money,shut your mouth and grab my cash,stop talking about money,cash grab,non-harmful,Quotation
2318,train,不开心你就去soul啊,调侃不开心的人去社交软件排解情绪。,"This phrase jokingly tells someone who is unhappy to go on the social app Soul to vent, seek company, or distract themselves from their bad mood.","if you’re unhappy, go vent on the Soul app",use your soul to cure your sadness,go swipe on Tinder when you’re sad,touch grass and cheer up,non-harmful,Quotation
2319,train,鼠人,自嘲社会底层、卑微无力的小人物。,"It is a self-deprecating term for a low-status nobody, used to describe someone who feels insignificant, powerless, and stuck at the bottom of society.",lowly little rat,rat person,someone who keeps pet rats,basement dweller,non-harmful,Experience
2320,train,鼠鼠,自称渺小、卑微、没存在感的人。,"A self-deprecating “little rat” identity used by people to describe themselves as small, humble, insignificant, or lacking any real presence, often with a tone of playful resignation or low self-worth.",little rat me,mouse mouse,a cute little pet mouse,sad hamster,non-harmful,Experience
2321,train,鼠鼠我啊,用“鼠鼠”自我贬低，表达丧文化式自嘲。,"A self-deprecating meme phrase where the speaker casts themselves as a pitiful little rat, using exaggerated self-pity and loser-style humor to mock their own misfortune or lowly status.","it’s me, the little rat",as for mouse-mouse me,talking from a mouse’s point of view,me fr,non-harmful,Experience
2322,train,人矿,将普通人比作被消耗的人力资源，带无奈和讽刺。,"This meme sarcastically describes ordinary people as expendable human resources, emphasizing a bleak sense that they are mined, consumed, and discarded by systems that value them only for their labor.",expendable human resources,a mine full of people,a coal miner,wage slave,non-harmful,Stylistic device
2323,train,天选做饭人,家里其他人都病倒后，唯一没病的人负责做饭照顾。,"It describes the only healthy person in a household, after everyone else has fallen ill, who ends up being “chosen” to cook meals and care for the others.",the last healthy one stuck cooking,heaven-chosen cooking person,a born chef,designated driver,non-harmful,Experience
2324,test,给义乌一点时间,等待义乌生产出便宜替代品。,"It means that if people wait a little, Yiwu’s manufacturers will soon produce a cheap substitute or knockoff version of whatever expensive or hard-to-get item is being discussed.",just wait for the Yiwu knockoff,give Yiwu a little time,wait for Yiwu to deliver the package,made in China,non-harmful,Experience
2325,train,宝娟我的嗓子,形容喉咙痛、嗓子哑。,"This phrase is used humorously to complain that someone’s throat hurts, feels scratchy, or has gone hoarse, often exaggerating the discomfort in a meme-like way.",My throat is killing me,"Baojuan, my throat",Baojuan lost her voice,I'm speechless,non-harmful,Quotation
2326,train,我先润了,“润”为 run 的谐音，表示赶紧跑路。,"“I am getting out of here first” means the speaker is jokingly or casually saying they will quickly leave, escape, or remove themselves from a situation before things get worse or become inconvenient.",I’m gonna run,I will moisten first,I will make it wet first,I’ll be back,non-harmful,Homophonic pun
2327,test,我先run了,表示赶紧离开、跑路。,"I am going to run away first"" means the speaker is saying they will quickly leave or escape before others, often in a joking or casual way when a situation feels awkward, risky, or troublesome.",I’m out,I will run first,I will go jogging first,gotta go fast,non-harmful,Experience
2328,train,为什么你能发语音,文字写得太生动，仿佛能听见语气。,"Used when written text is so vivid, expressive, or tone-rich that readers feel as if they can actually hear the speaker’s voice or delivery behind the words.",why can I hear this,why can you send voice messages,why can you upload audio here,voice note,non-harmful,Experience
2329,train,撒旦身上纹着你,夸张形容某人比撒旦还邪恶、狠毒或离谱。,"It describes someone as so extremely evil, cruel, or outrageous that even Satan would look up to them, as if admiring their wickedness enough to have them tattooed on his body.",so evil even Satan would have you tattooed on him,you have Satan tattooed on you,a deal with the devil,devil energy,harmful,Experience
2330,train,巴山楚水凄凉地,古诗词接英文押韵句的魔性混搭梗。,"A humorous meme style that takes a solemn line from classical Chinese poetry and unexpectedly follows it with a rhyming English phrase, creating a deliberately absurd cross-language contrast.",poetry meme remix,"Bashan and Chushui, a desolate land",a sad poem about traveling far away,Chinglish poetry,non-harmful,Quotation
2331,train,小布丁,用于讽刺利己主义或无底线选择的网络梗。,"This meme is used to mock people who make selfish, opportunistic, or morally questionable choices, especially when they seem willing to ignore basic principles or boundaries for personal benefit.",a shamelessly self-serving move,little pudding,a cheap ice cream snack,trolley problem,non-harmful,Quotation
2332,test,这跟在大街上拉屎有什么区别,形容行为极其尴尬、失态或让人不适。,"It means that someone’s words or actions are so painfully awkward, embarrassing, or socially unacceptable that they make others feel shocked, uncomfortable, or secondhand embarrassed.",that's painfully cringe,how is this different from defecating on the street,this is a public sanitation issue,public humiliation,non-harmful,Experience
2333,train,竹丝炒肉,比喻用竹条打屁股或打手心，形容挨打受罚。,"It means getting punished by being struck with a bamboo switch, usually on the buttocks or palms, as a vivid way to describe being beaten or disciplined.",getting the switch,stir-fried pork with bamboo strips,eating a bamboo-and-pork dish,"spare the rod, spoil the child",non-harmful,Experience
2334,train,你舅惯着他爸,“你就惯着他吧”的谐音梗，提醒别过度纵容。,This phrase is a joking pun used to tell someone that they are spoiling or enabling another person too much and should stop indulging their behavior.,stop enabling him,your uncle spoils his dad,a family elder spoiling another elder,daddy issues,non-harmful,Homophonic pun
